País,Indicador,Año,Valor
ATG,Household air pollution attributable deaths in children under 5 years,2019,0.0
ATG,Household air pollution attributable deaths in children under 5 years,2019,0.0
ATG,Household air pollution attributable deaths in children under 5 years,2019,0.0
ARG,Household air pollution attributable deaths in children under 5 years,2019,2.30901
ARG,Household air pollution attributable deaths in children under 5 years,2019,0.9896
ARG,Household air pollution attributable deaths in children under 5 years,2019,1.31941
BHS,Household air pollution attributable deaths in children under 5 years,2019,0.0
BHS,Household air pollution attributable deaths in children under 5 years,2019,0.0
BHS,Household air pollution attributable deaths in children under 5 years,2019,0.0
BRB,Household air pollution attributable deaths in children under 5 years,2019,0.0
BRB,Household air pollution attributable deaths in children under 5 years,2019,0.0
BRB,Household air pollution attributable deaths in children under 5 years,2019,0.0
BLZ,Household air pollution attributable deaths in children under 5 years,2019,0.57236
BLZ,Household air pollution attributable deaths in children under 5 years,2019,0.25507
BLZ,Household air pollution attributable deaths in children under 5 years,2019,0.31728
BOL,Household air pollution attributable deaths in children under 5 years,2019,81.86713
BOL,Household air pollution attributable deaths in children under 5 years,2019,35.56485
BOL,Household air pollution attributable deaths in children under 5 years,2019,46.30228
BRA,Household air pollution attributable deaths in children under 5 years,2019,140.35747
BRA,Household air pollution attributable deaths in children under 5 years,2019,59.68436
BRA,Household air pollution attributable deaths in children under 5 years,2019,80.67311
CAN,Household air pollution attributable deaths in children under 5 years,2019,0.0
CAN,Household air pollution attributable deaths in children under 5 years,2019,0.0
CAN,Household air pollution attributable deaths in children under 5 years,2019,0.0
CHL,Household air pollution attributable deaths in children under 5 years,2019,0.0
CHL,Household air pollution attributable deaths in children under 5 years,2019,0.0
CHL,Household air pollution attributable deaths in children under 5 years,2019,0.0
COL,Household air pollution attributable deaths in children under 5 years,2019,70.4746
COL,Household air pollution attributable deaths in children under 5 years,2019,30.28279
COL,Household air pollution attributable deaths in children under 5 years,2019,40.19181
CRI,Household air pollution attributable deaths in children under 5 years,2019,1.04976
CRI,Household air pollution attributable deaths in children under 5 years,2019,0.48159
CRI,Household air pollution attributable deaths in children under 5 years,2019,0.56817
CUB,Household air pollution attributable deaths in children under 5 years,2019,4.68924
CUB,Household air pollution attributable deaths in children under 5 years,2019,2.00219
CUB,Household air pollution attributable deaths in children under 5 years,2019,2.68705
DOM,Household air pollution attributable deaths in children under 5 years,2019,41.43484
DOM,Household air pollution attributable deaths in children under 5 years,2019,18.41334
DOM,Household air pollution attributable deaths in children under 5 years,2019,23.02151
ECU,Household air pollution attributable deaths in children under 5 years,2019,31.70485
ECU,Household air pollution attributable deaths in children under 5 years,2019,13.38153
ECU,Household air pollution attributable deaths in children under 5 years,2019,18.32333
GRD,Household air pollution attributable deaths in children under 5 years,2019,0.01671
GRD,Household air pollution attributable deaths in children under 5 years,2019,0.00729
GRD,Household air pollution attributable deaths in children under 5 years,2019,0.00942
GTM,Household air pollution attributable deaths in children under 5 years,2019,488.00259
GTM,Household air pollution attributable deaths in children under 5 years,2019,210.42888
GTM,Household air pollution attributable deaths in children under 5 years,2019,277.57373
GUY,Household air pollution attributable deaths in children under 5 years,2019,5.93888
GUY,Household air pollution attributable deaths in children under 5 years,2019,2.57499
GUY,Household air pollution attributable deaths in children under 5 years,2019,3.36389
HTI,Household air pollution attributable deaths in children under 5 years,2019,1307.82117
HTI,Household air pollution attributable deaths in children under 5 years,2019,573.47906
HTI,Household air pollution attributable deaths in children under 5 years,2019,734.3421
HND,Household air pollution attributable deaths in children under 5 years,2019,129.73572
HND,Household air pollution attributable deaths in children under 5 years,2019,55.18946
HND,Household air pollution attributable deaths in children under 5 years,2019,74.54625
JAM,Household air pollution attributable deaths in children under 5 years,2019,4.19997
JAM,Household air pollution attributable deaths in children under 5 years,2019,1.76781
JAM,Household air pollution attributable deaths in children under 5 years,2019,2.43216
SLV,Household air pollution attributable deaths in children under 5 years,2019,16.68399
SLV,Household air pollution attributable deaths in children under 5 years,2019,7.24603
SLV,Household air pollution attributable deaths in children under 5 years,2019,9.43796
USA,Household air pollution attributable deaths in children under 5 years,2019,0.0
USA,Household air pollution attributable deaths in children under 5 years,2019,0.0
USA,Household air pollution attributable deaths in children under 5 years,2019,0.0
MEX,Household air pollution attributable deaths in children under 5 years,2019,377.32761
MEX,Household air pollution attributable deaths in children under 5 years,2019,165.42743
MEX,Household air pollution attributable deaths in children under 5 years,2019,211.90018
NIC,Household air pollution attributable deaths in children under 5 years,2019,96.66212
NIC,Household air pollution attributable deaths in children under 5 years,2019,41.04593
NIC,Household air pollution attributable deaths in children under 5 years,2019,55.61619
PAN,Household air pollution attributable deaths in children under 5 years,2019,15.35882
PAN,Household air pollution attributable deaths in children under 5 years,2019,6.64843
PAN,Household air pollution attributable deaths in children under 5 years,2019,8.71039
PRY,Household air pollution attributable deaths in children under 5 years,2019,64.28524
PRY,Household air pollution attributable deaths in children under 5 years,2019,28.16625
PRY,Household air pollution attributable deaths in children under 5 years,2019,36.11899
PER,Household air pollution attributable deaths in children under 5 years,2019,91.0639
PER,Household air pollution attributable deaths in children under 5 years,2019,39.97632
PER,Household air pollution attributable deaths in children under 5 years,2019,51.08759
DOM,Household air pollution attributable deaths in children under 5 years,2019,41.43484
DOM,Household air pollution attributable deaths in children under 5 years,2019,18.41334
DOM,Household air pollution attributable deaths in children under 5 years,2019,23.02151
LCA,Household air pollution attributable deaths in children under 5 years,2019,0.26492
LCA,Household air pollution attributable deaths in children under 5 years,2019,0.11467
LCA,Household air pollution attributable deaths in children under 5 years,2019,0.15025
VCT,Household air pollution attributable deaths in children under 5 years,2019,0.23467
VCT,Household air pollution attributable deaths in children under 5 years,2019,0.10522
VCT,Household air pollution attributable deaths in children under 5 years,2019,0.12945
SUR,Household air pollution attributable deaths in children under 5 years,2019,0.63499
SUR,Household air pollution attributable deaths in children under 5 years,2019,0.26482
SUR,Household air pollution attributable deaths in children under 5 years,2019,0.37016
TTO,Household air pollution attributable deaths in children under 5 years,2019,0.0
TTO,Household air pollution attributable deaths in children under 5 years,2019,0.0
TTO,Household air pollution attributable deaths in children under 5 years,2019,0.0
URY,Household air pollution attributable deaths in children under 5 years,2019,0.0
URY,Household air pollution attributable deaths in children under 5 years,2019,0.0
URY,Household air pollution attributable deaths in children under 5 years,2019,0.0
VEN,Household air pollution attributable deaths in children under 5 years,2019,58.51254
VEN,Household air pollution attributable deaths in children under 5 years,2019,25.5358
VEN,Household air pollution attributable deaths in children under 5 years,2019,32.97673
ATG,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.05999
ATG,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.0532
ATG,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.06727
ARG,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.07783
ARG,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.06512
ARG,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.09119
BHS,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.06845
BHS,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.05839
BHS,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.0791
BRB,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.03138
BRB,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.02801
BRB,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.03498
BLZ,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.08529
BLZ,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.07567
BLZ,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.095
BOL,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,1.05662
BOL,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.92173
BOL,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,1.19044
BRA,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.13798
BRA,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.11538
BRA,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.16135
CAN,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.003
CAN,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.00265
CAN,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.00335
CHL,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.02949
CHL,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.02576
CHL,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.03333
COL,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.24048
COL,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.20298
COL,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.27936
CRI,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.05752
CRI,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.05275
CRI,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.0623
CUB,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.06765
CUB,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.05737
CUB,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.07806
DOM,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.27516
DOM,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.24441
DOM,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.30595
ECU,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.43805
ECU,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.36993
ECU,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.50611
GRD,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.01291
GRD,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.01135
GRD,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.01444
GTM,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,1.4301
GTM,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,1.21525
GTM,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,1.65144
GUY,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.43549
GUY,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.37947
GUY,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.49098
HTI,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,2.14743
HTI,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,1.85889
HTI,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,2.44365
HND,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.63815
HND,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.54249
HND,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.73398
JAM,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.12722
JAM,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.10634
JAM,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.14839
SLV,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.49231
SLV,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.40227
SLV,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.59447
USA,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.0091
USA,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.00777
USA,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.01046
MEX,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.33038
MEX,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.28354
MEX,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.37931
NIC,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.68038
NIC,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.56968
NIC,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.79429
PAN,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.32763
PAN,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.28407
PAN,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.37105
PRY,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.41618
PRY,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.37086
PRY,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.46001
PER,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.39465
PER,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.34423
PER,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.44574
DOM,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.27516
DOM,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.24441
DOM,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.30595
LCA,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.18754
LCA,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.15994
LCA,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.21599
VCT,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.26458
VCT,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.24075
VCT,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.28774
SUR,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.17962
SUR,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.15064
SUR,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.20829
TTO,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.18084
TTO,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.15766
TTO,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.20459
URY,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.01785
URY,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.01563
URY,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.02024
VEN,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.65114
VEN,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.55999
VEN,Ambient air pollution  attributable deaths per 100'000 children under 5 years,2019,0.74506
ATG,Ambient air pollution attributable deaths in children under 5 years,2019,0.05826
ATG,Ambient air pollution attributable deaths in children under 5 years,2019,0.02674
ATG,Ambient air pollution attributable deaths in children under 5 years,2019,0.03152
ARG,Ambient air pollution attributable deaths in children under 5 years,2019,34.85399
ARG,Ambient air pollution attributable deaths in children under 5 years,2019,14.93785
ARG,Ambient air pollution attributable deaths in children under 5 years,2019,19.91614
BHS,Ambient air pollution attributable deaths in children under 5 years,2019,0.26661
BHS,Ambient air pollution attributable deaths in children under 5 years,2019,0.11693
BHS,Ambient air pollution attributable deaths in children under 5 years,2019,0.14968
BRB,Ambient air pollution attributable deaths in children under 5 years,2019,0.09007
BRB,Ambient air pollution attributable deaths in children under 5 years,2019,0.04152
BRB,Ambient air pollution attributable deaths in children under 5 years,2019,0.04855
BLZ,Ambient air pollution attributable deaths in children under 5 years,2019,0.33293
BLZ,Ambient air pollution attributable deaths in children under 5 years,2019,0.14837
BLZ,Ambient air pollution attributable deaths in children under 5 years,2019,0.18456
BOL,Ambient air pollution attributable deaths in children under 5 years,2019,121.64988
BOL,Ambient air pollution attributable deaths in children under 5 years,2019,52.84734
BOL,Ambient air pollution attributable deaths in children under 5 years,2019,68.80254
BRA,Ambient air pollution attributable deaths in children under 5 years,2019,291.19611
BRA,Ambient air pollution attributable deaths in children under 5 years,2019,123.82564
BRA,Ambient air pollution attributable deaths in children under 5 years,2019,167.37047
CAN,Ambient air pollution attributable deaths in children under 5 years,2019,1.12126
CAN,Ambient air pollution attributable deaths in children under 5 years,2019,0.4994
CAN,Ambient air pollution attributable deaths in children under 5 years,2019,0.62186
CHL,Ambient air pollution attributable deaths in children under 5 years,2019,5.58874
CHL,Ambient air pollution attributable deaths in children under 5 years,2019,2.47532
CHL,Ambient air pollution attributable deaths in children under 5 years,2019,3.11342
COL,Ambient air pollution attributable deaths in children under 5 years,2019,121.05566
COL,Ambient air pollution attributable deaths in children under 5 years,2019,52.01736
COL,Ambient air pollution attributable deaths in children under 5 years,2019,69.0383
CRI,Ambient air pollution attributable deaths in children under 5 years,2019,2.90359
CRI,Ambient air pollution attributable deaths in children under 5 years,2019,1.33206
CRI,Ambient air pollution attributable deaths in children under 5 years,2019,1.57153
CUB,Ambient air pollution attributable deaths in children under 5 years,2019,7.66663
CUB,Ambient air pollution attributable deaths in children under 5 years,2019,3.27346
CUB,Ambient air pollution attributable deaths in children under 5 years,2019,4.39317
DOM,Ambient air pollution attributable deaths in children under 5 years,2019,29.54912
DOM,Ambient air pollution attributable deaths in children under 5 years,2019,13.13141
DOM,Ambient air pollution attributable deaths in children under 5 years,2019,16.41771
ECU,Ambient air pollution attributable deaths in children under 5 years,2019,76.10516
ECU,Ambient air pollution attributable deaths in children under 5 years,2019,32.12136
ECU,Ambient air pollution attributable deaths in children under 5 years,2019,43.98379
GRD,Ambient air pollution attributable deaths in children under 5 years,2019,0.01446
GRD,Ambient air pollution attributable deaths in children under 5 years,2019,0.00631
GRD,Ambient air pollution attributable deaths in children under 5 years,2019,0.00815
GTM,Ambient air pollution attributable deaths in children under 5 years,2019,251.43322
GTM,Ambient air pollution attributable deaths in children under 5 years,2019,108.41912
GTM,Ambient air pollution attributable deaths in children under 5 years,2019,143.0141
GUY,Ambient air pollution attributable deaths in children under 5 years,2019,3.40892
GUY,Ambient air pollution attributable deaths in children under 5 years,2019,1.47805
GUY,Ambient air pollution attributable deaths in children under 5 years,2019,1.93088
HTI,Ambient air pollution attributable deaths in children under 5 years,2019,241.86681
HTI,Ambient air pollution attributable deaths in children under 5 years,2019,106.05849
HTI,Ambient air pollution attributable deaths in children under 5 years,2019,135.80831
HND,Ambient air pollution attributable deaths in children under 5 years,2019,62.1953
HND,Ambient air pollution attributable deaths in children under 5 years,2019,26.45783
HND,Ambient air pollution attributable deaths in children under 5 years,2019,35.73747
JAM,Ambient air pollution attributable deaths in children under 5 years,2019,3.75074
JAM,Ambient air pollution attributable deaths in children under 5 years,2019,1.57872
JAM,Ambient air pollution attributable deaths in children under 5 years,2019,2.17202
SLV,Ambient air pollution attributable deaths in children under 5 years,2019,31.77168
SLV,Ambient air pollution attributable deaths in children under 5 years,2019,13.79877
SLV,Ambient air pollution attributable deaths in children under 5 years,2019,17.97291
USA,Ambient air pollution attributable deaths in children under 5 years,2019,29.93918
USA,Ambient air pollution attributable deaths in children under 5 years,2019,12.9087
USA,Ambient air pollution attributable deaths in children under 5 years,2019,17.03048
MEX,Ambient air pollution attributable deaths in children under 5 years,2019,421.48944
MEX,Ambient air pollution attributable deaths in children under 5 years,2019,184.78878
MEX,Ambient air pollution attributable deaths in children under 5 years,2019,236.70066
NIC,Ambient air pollution attributable deaths in children under 5 years,2019,44.53441
NIC,Ambient air pollution attributable deaths in children under 5 years,2019,18.91078
NIC,Ambient air pollution attributable deaths in children under 5 years,2019,25.62363
PAN,Ambient air pollution attributable deaths in children under 5 years,2019,13.91256
PAN,Ambient air pollution attributable deaths in children under 5 years,2019,6.02238
PAN,Ambient air pollution attributable deaths in children under 5 years,2019,7.89018
PRY,Ambient air pollution attributable deaths in children under 5 years,2019,29.31813
PRY,Ambient air pollution attributable deaths in children under 5 years,2019,12.84559
PRY,Ambient air pollution attributable deaths in children under 5 years,2019,16.47254
PER,Ambient air pollution attributable deaths in children under 5 years,2019,128.30304
PER,Ambient air pollution attributable deaths in children under 5 years,2019,56.324
PER,Ambient air pollution attributable deaths in children under 5 years,2019,71.97904
DOM,Ambient air pollution attributable deaths in children under 5 years,2019,29.54912
DOM,Ambient air pollution attributable deaths in children under 5 years,2019,13.13141
DOM,Ambient air pollution attributable deaths in children under 5 years,2019,16.41771
LCA,Ambient air pollution attributable deaths in children under 5 years,2019,0.34281
LCA,Ambient air pollution attributable deaths in children under 5 years,2019,0.14838
LCA,Ambient air pollution attributable deaths in children under 5 years,2019,0.19443
VCT,Ambient air pollution attributable deaths in children under 5 years,2019,0.29261
VCT,Ambient air pollution attributable deaths in children under 5 years,2019,0.1312
VCT,Ambient air pollution attributable deaths in children under 5 years,2019,0.16141
SUR,Ambient air pollution attributable deaths in children under 5 years,2019,1.04427
SUR,Ambient air pollution attributable deaths in children under 5 years,2019,0.43551
SUR,Ambient air pollution attributable deaths in children under 5 years,2019,0.60875
TTO,Ambient air pollution attributable deaths in children under 5 years,2019,2.5227
TTO,Ambient air pollution attributable deaths in children under 5 years,2019,1.11308
TTO,Ambient air pollution attributable deaths in children under 5 years,2019,1.40962
URY,Ambient air pollution attributable deaths in children under 5 years,2019,0.61802
URY,Ambient air pollution attributable deaths in children under 5 years,2019,0.27969
URY,Ambient air pollution attributable deaths in children under 5 years,2019,0.33832
VEN,Ambient air pollution attributable deaths in children under 5 years,2019,185.6789
VEN,Ambient air pollution attributable deaths in children under 5 years,2019,81.03323
VEN,Ambient air pollution attributable deaths in children under 5 years,2019,104.64567
ATG,Household air pollution attributable deaths,2019,0.0
ATG,Household air pollution attributable deaths,2019,0.0
ATG,Household air pollution attributable deaths,2019,0.0
ATG,Household air pollution attributable deaths,2019,0.0
ATG,Household air pollution attributable deaths,2019,0.0
ATG,Household air pollution attributable deaths,2019,0.0
ATG,Household air pollution attributable deaths,2019,0.0
ATG,Household air pollution attributable deaths,2019,0.0
ATG,Household air pollution attributable deaths,2019,0.0
ATG,Household air pollution attributable deaths,2019,0.0
ATG,Household air pollution attributable deaths,2019,0.0
ATG,Household air pollution attributable deaths,2019,0.0
ATG,Household air pollution attributable deaths,2019,0.0
ATG,Household air pollution attributable deaths,2019,0.0
ATG,Household air pollution attributable deaths,2019,0.0
ATG,Household air pollution attributable deaths,2019,0.0
ATG,Household air pollution attributable deaths,2019,0.0
ATG,Household air pollution attributable deaths,2019,0.0
ARG,Household air pollution attributable deaths,2019,156.41925
ARG,Household air pollution attributable deaths,2019,211.79245
ARG,Household air pollution attributable deaths,2019,335.2836
ARG,Household air pollution attributable deaths,2019,82.73789
ARG,Household air pollution attributable deaths,2019,848.77722
ARG,Household air pollution attributable deaths,2019,62.54403
ARG,Household air pollution attributable deaths,2019,85.49312
ARG,Household air pollution attributable deaths,2019,108.89252
ARG,Household air pollution attributable deaths,2019,189.86102
ARG,Household air pollution attributable deaths,2019,44.47331
ARG,Household air pollution attributable deaths,2019,453.44626
ARG,Household air pollution attributable deaths,2019,24.72627
ARG,Household air pollution attributable deaths,2019,70.92613
ARG,Household air pollution attributable deaths,2019,102.89993
ARG,Household air pollution attributable deaths,2019,145.42258
ARG,Household air pollution attributable deaths,2019,38.26458
ARG,Household air pollution attributable deaths,2019,395.33099
ARG,Household air pollution attributable deaths,2019,37.81776
BHS,Household air pollution attributable deaths,2019,0.0
BHS,Household air pollution attributable deaths,2019,0.0
BHS,Household air pollution attributable deaths,2019,0.0
BHS,Household air pollution attributable deaths,2019,0.0
BHS,Household air pollution attributable deaths,2019,0.0
BHS,Household air pollution attributable deaths,2019,0.0
BHS,Household air pollution attributable deaths,2019,0.0
BHS,Household air pollution attributable deaths,2019,0.0
BHS,Household air pollution attributable deaths,2019,0.0
BHS,Household air pollution attributable deaths,2019,0.0
BHS,Household air pollution attributable deaths,2019,0.0
BHS,Household air pollution attributable deaths,2019,0.0
BHS,Household air pollution attributable deaths,2019,0.0
BHS,Household air pollution attributable deaths,2019,0.0
BHS,Household air pollution attributable deaths,2019,0.0
BHS,Household air pollution attributable deaths,2019,0.0
BHS,Household air pollution attributable deaths,2019,0.0
BHS,Household air pollution attributable deaths,2019,0.0
BRB,Household air pollution attributable deaths,2019,0.0
BRB,Household air pollution attributable deaths,2019,0.0
BRB,Household air pollution attributable deaths,2019,0.0
BRB,Household air pollution attributable deaths,2019,0.0
BRB,Household air pollution attributable deaths,2019,0.0
BRB,Household air pollution attributable deaths,2019,0.0
BRB,Household air pollution attributable deaths,2019,0.0
BRB,Household air pollution attributable deaths,2019,0.0
BRB,Household air pollution attributable deaths,2019,0.0
BRB,Household air pollution attributable deaths,2019,0.0
BRB,Household air pollution attributable deaths,2019,0.0
BRB,Household air pollution attributable deaths,2019,0.0
BRB,Household air pollution attributable deaths,2019,0.0
BRB,Household air pollution attributable deaths,2019,0.0
BRB,Household air pollution attributable deaths,2019,0.0
BRB,Household air pollution attributable deaths,2019,0.0
BRB,Household air pollution attributable deaths,2019,0.0
BRB,Household air pollution attributable deaths,2019,0.0
BLZ,Household air pollution attributable deaths,2019,6.50249
BLZ,Household air pollution attributable deaths,2019,19.50162
BLZ,Household air pollution attributable deaths,2019,17.12011
BLZ,Household air pollution attributable deaths,2019,11.08004
BLZ,Household air pollution attributable deaths,2019,58.41298
BLZ,Household air pollution attributable deaths,2019,4.20872
BLZ,Household air pollution attributable deaths,2019,2.07897
BLZ,Household air pollution attributable deaths,2019,8.18268
BLZ,Household air pollution attributable deaths,2019,7.71996
BLZ,Household air pollution attributable deaths,2019,5.23034
BLZ,Household air pollution attributable deaths,2019,24.45249
BLZ,Household air pollution attributable deaths,2019,1.24055
BLZ,Household air pollution attributable deaths,2019,4.42353
BLZ,Household air pollution attributable deaths,2019,11.31894
BLZ,Household air pollution attributable deaths,2019,9.40015
BLZ,Household air pollution attributable deaths,2019,5.84971
BLZ,Household air pollution attributable deaths,2019,33.96049
BLZ,Household air pollution attributable deaths,2019,2.96817
BOL,Household air pollution attributable deaths,2019,455.66873
BOL,Household air pollution attributable deaths,2019,915.2868
BOL,Household air pollution attributable deaths,2019,1172.43689
BOL,Household air pollution attributable deaths,2019,511.7915
BOL,Household air pollution attributable deaths,2019,3159.0979
BOL,Household air pollution attributable deaths,2019,103.91397
BOL,Household air pollution attributable deaths,2019,252.53442
BOL,Household air pollution attributable deaths,2019,480.20755
BOL,Household air pollution attributable deaths,2019,665.89636
BOL,Household air pollution attributable deaths,2019,300.63992
BOL,Household air pollution attributable deaths,2019,1740.37683
BOL,Household air pollution attributable deaths,2019,41.09852
BOL,Household air pollution attributable deaths,2019,203.13431
BOL,Household air pollution attributable deaths,2019,435.07925
BOL,Household air pollution attributable deaths,2019,506.54059
BOL,Household air pollution attributable deaths,2019,211.15158
BOL,Household air pollution attributable deaths,2019,1418.72119
BOL,Household air pollution attributable deaths,2019,62.81545
BRA,Household air pollution attributable deaths,2019,2608.08814
BRA,Household air pollution attributable deaths,2019,4780.8877
BRA,Household air pollution attributable deaths,2019,5138.44385
BRA,Household air pollution attributable deaths,2019,3095.23706
BRA,Household air pollution attributable deaths,2019,16961.94727
BRA,Household air pollution attributable deaths,2019,1339.29114
BRA,Household air pollution attributable deaths,2019,1319.83838
BRA,Household air pollution attributable deaths,2019,2197.31641
BRA,Household air pollution attributable deaths,2019,2745.68433
BRA,Household air pollution attributable deaths,2019,1637.88123
BRA,Household air pollution attributable deaths,2019,8551.25
BRA,Household air pollution attributable deaths,2019,650.52972
BRA,Household air pollution attributable deaths,2019,1288.24963
BRA,Household air pollution attributable deaths,2019,2583.57129
BRA,Household air pollution attributable deaths,2019,2392.75928
BRA,Household air pollution attributable deaths,2019,1457.35571
BRA,Household air pollution attributable deaths,2019,8410.69727
BRA,Household air pollution attributable deaths,2019,688.76141
CAN,Household air pollution attributable deaths,2019,0.0
CAN,Household air pollution attributable deaths,2019,0.0
CAN,Household air pollution attributable deaths,2019,0.0
CAN,Household air pollution attributable deaths,2019,0.0
