Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Bolivia,BOL,Coverage of social safety net programs in 3rd quintile (% of population),per_sa_allsa.cov_q3_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.3608261102936,52.7399950075566,76.1578569265158,80.8092261114879,..,77.4513089292289,77.6865782455833,..,80.2993225218236,78.79033914,81.26767223,82.02101438,80.24086572,81.6336255,..,..
Bolivia,BOL,Coverage of social safety net programs in 4th quintile (% of population),per_sa_allsa.cov_q4_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.0097283057368,50.6654029088686,66.5775073484886,74.1095139944921,..,69.1100776892317,70.2639955047162,..,73.5156622130274,70.77663138,74.79293309,70.91115874,71.54833974,73.80101165,..,..
Bolivia,BOL,Coverage of social safety net programs in poorest quintile (% of population),per_sa_allsa.cov_q1_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.77428059413072,72.6135333102634,84.8820991239582,90.206857073727,..,88.2972524530572,88.1847671878863,..,89.6671910974309,87.46741389,89.05259253,89.79613479,89.84407829,89.38028292,..,..
Bolivia,BOL,Coverage of social safety net programs in richest quintile (% of population),per_sa_allsa.cov_q5_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.3580199412317,34.255860516648,48.5534323799516,57.9141443749229,..,55.4580407653399,54.1783510936624,..,55.4188775413172,57.40511223,52.29750339,52.47176018,54.39071331,53.13553872,..,..
Bolivia,BOL,Coverage of unemployment benefits and ALMP (% of population),per_lm_alllm.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.745717877,21.55133665,18.07316194,18.80998743,0.770816613,..,..
Bolivia,BOL,Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),per_lm_alllm.cov_q2_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5230950479,12.47031058,8.018752749,10.40168707,0.311552704,..,..
Bolivia,BOL,Coverage of unemployment benefits and ALMP in 3rd quintile (% of population),per_lm_alllm.cov_q3_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.11169223,20.4516127,17.63951079,16.81524446,0.8575155003,..,..
Bolivia,BOL,Coverage of unemployment benefits and ALMP in 4th quintile (% of population),per_lm_alllm.cov_q4_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.9512549765,29.7959899,26.76379833,25.54503846,1.035040083,..,..
Bolivia,BOL,Coverage of unemployment benefits and ALMP in poorest quintile (% of population),per_lm_alllm.cov_q1_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5880256013,4.857280906,2.986714886,2.93172003,0.5349283968,..,..
Bolivia,BOL,Coverage of unemployment benefits and ALMP in richest quintile (% of population),per_lm_alllm.cov_q5_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5546410088,40.16328671,34.95138375,38.33914472,1.11511416,..,..
Bolivia,BOL,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,4.5,4,4,4,4,3.5,3.5,3.5,3.5,3.5,..,..,..,..,..,..
Bolivia,BOL,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,..,..,..,..,..,..
Bolivia,BOL,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,..,..,..,..,..,..
Bolivia,BOL,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,4.16666666666667,4.16666666666667,4.2,4.16666666666667,4.16666666666667,4,4,4,4,3.66667,..,..,..,..,..,..
Bolivia,BOL,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,4,4,4,4,4,4,4,4,4,4,..,..,..,..,..,..
Bolivia,BOL,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,4,4,4,4,4,4,4,4,4,4,..,..,..,..,..,..
Bolivia,BOL,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.5,3.5,3.5,4,4,3.5,3.5,3.5,3,3,3,..,..,..,..,..,..
Bolivia,BOL,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,4,4,4,4,4,4,4,4,4,3.5,..,..,..,..,..,..
Bolivia,BOL,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.5,4,4,4,4,4,4,4,4,4,4,..,..,..,..,..,..
Bolivia,BOL,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,4,4,4,4,4,3.5,3.5,3.5,3.5,3,..,..,..,..,..,..
Bolivia,BOL,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.8,3.8,3.8,3.7,3.8,3.7,3.7,3.7,..,..,..,..,..,..
Bolivia,BOL,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,..,..,..,..,..,..
Bolivia,BOL,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,..,..,..,..,..,..
Bolivia,BOL,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.1,..,..,..,..,..,..
Bolivia,BOL,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3,3,3,..,..,..,..,..,..
Bolivia,BOL,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.5,3,3,3,3,3,3,3,3,3,3,..,..,..,..,..,..
Bolivia,BOL,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.5,3.5,3.5,3.5,4,3.5,3.5,3.5,..,..,..,..,..,..
Bolivia,BOL,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.83333333333333,3.66666666666667,3.66666666666667,3.8,3.83333333333333,3.66666666666667,3.5,3.5,3.33333333333333,3.33333,3.33333,..,..,..,..,..,..
Bolivia,BOL,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,5,5,5,5,5,4.5,4.5,4.5,4.5,4.5,..,..,..,..,..,..
Bolivia,BOL,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,..,..,..,..,..,..
Bolivia,BOL,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,36.49,39.74,38.22,41.15,43.89,48.69,51.01,52.26,53.43,53.83,56.4,57.61,60.21,63.85,62.05,66.18,68.06,68.03,68.11,80.9,75.51,77.19,88.93,93.33,96.23,102.41,101.36,95.23,107.97,107.81,107.04,116
Bolivia,BOL,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-4.08621725497179,-4.91460089326984,-9.4598222982829,-8.81476074709329,-1.5080527113226,-4.50473110041165,-5.13306271173109,-6.98357827901093,-7.83878151813662,-5.89011747392084,-5.31504597475335,-3.36560764552539,-4.45175564078361,0.935302478200457,3.84682632206803,6.51828674384489,11.5044542865899,12.1283009178169,11.9507374348004,4.6916976138782,4.44660515813571,2.24179477486781,7.2736779094105,3.4377206274777,1.71604883648801,-5.86726594426454,-5.61927215929092,-5.06081178750562,-4.28165522078624,-3.34046725150638,-0.0711176353633044,2.15598855841104
Bolivia,BOL,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-198900000,-262600000,-533900000,-505500000,-90200000,-302500000,-379690000,-553500000,-666100000,-488000000,-446349903.97,-274011530.02828,-351932880.93811,75594887.4166634,337499451.331106,622439173.907653,1317472316.56231,1591246147.31376,1992699060.96837,813540000,873745670.09457,537204935.34069,1970039110.21655,1053982417.12107,566230700.557408,-1936209393.39835,-1907244254.76485,-1898241784.31148,-1724978180.94975,-1366094867.23348,-26050278.7521546,871196352.433695
Bolivia,BOL,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.1180572509766,87.4712524414062,86.8162994384766,87.678352355957,91.0530166625977,94.4568405151367,93.0762329101562,90.3693695068359,87.9768905639648,89.7440185546875,91.110710144043,90.1471710205078,91.7263412475586,92.9058227539062,97.4222412109375,..
Bolivia,BOL,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.3080596923828,86.3964385986328,83.5726470947266,87.1516494750977,89.8408889770508,86.2413330078125,82.7601165771484,82.007926940918,80.3862228393555,86.6382064819336,86.7602386474609,85.4207229614258,87.7892990112305,91.5459899902344,96.3974914550781,..
Bolivia,BOL,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.0091094970703,86.4039535522461,86.4513397216797,84.6207809448242,87.1525497436523,86.0874176025391,85.9180679321289,81.9357376098633,80.7244720458984,83.8330993652344,87.3188705444336,90.2861480712891,92.106330871582,92.080207824707,96.1186904907227,..
Bolivia,BOL,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.9533081054688,87.3275833129883,86.5151214599609,87.0645599365234,89.9677124023438,90.0732574462891,88.3863677978516,85.5722885131836,83.3370132446289,86.6422805786133,88.273323059082,88.1523895263672,90.0860824584961,91.9019622802734,96.5764770507812,..
Bolivia,BOL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,4.39554119,4.82522202,4.89645052,5.19709635,4.86315727,5.07408142,4.66087532,4.6968894,4.60677242,5.17444515,5.20230532,5.17306805,5.2539444,5.57465124,5.89613628,6.55064964,6.83333063,6.4901948,6.60399437,6.88792992,7.857059,..
Bolivia,BOL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,42.95851135,44.91654968,43.48994827,46.37623215,46.29327393,51.6701889,55.93380737,63.45651245,77.74305725,89.26693726,99.99167633,119.23861694,134.63066101,159.08921814,178.20880127,194.92401123,205.92243958,212.87913513,229.22540283,239.17544556,241.1182251,..
Bolivia,BOL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..,..,..,..,..,..,..,148.033858997115,165.903682645452,172.224065054225,187.93092345773,184.88387540847,204.138479875564,198.949943653578,211.533846944973,220.666318239995,253.747249572488,264.216863699791,277.483470108427,305.468202580144,362.401163610817,408.059150218614,458.029011636103,501.964214506376,535.11279924394,572.538492029755,612.298371080188,636.868248410713,..
Bolivia,BOL,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,13.0022371364653,11.1418593925018,11.9742752143732,10.5043821962537,10.860168575751,11.1614550095724,8.18904804212625,8.98089656747089,8.77688087280066,8.29093292398972,8.11625437281359,7.33811201555097,6.53308374098393,5.66786729667315,5.05293965739864,5.19193032577507,4.86311601813891,5.12508490101092,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,145300000,169100000,234600000,244500000,301500000,349800000,377900000,472000000,556700000,480700000,519700000,465080000,488221117.05,455178732.09,528300000,648448131.2,750304081.909,895627523.225,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.925,11.518,11.191,10.736,10.689,10.625,10.525,10.329,10.156,9.992,9.826,9.636,9.287,9.038,8.787,8.554,8.345,8.204,7.995,7.788,7.66,7.496,7.433,7.306,7.262,7.216,7.104,7.107,7.124,7.127,9.3,9.945
Bolivia,BOL,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,34.1707331491713,29.7357390274976,34.3431776653598,34.3824901887209,25.7324828721454,25.7513491799382,25.60875197722,23.7766470463744,25.9624614191286,18.5535600449622,18.2090475950593,16.3978448843615,14.4015699509704,14.1969951429679,10.9151378875591,9.77565528015506,6.90095643518876,5.37549428587943,6.44883339720714,4.74882736759198,4.35691800523827,2.49980604877501,3.57073208138554,2.20582191144442,2.6308845741665,5.2460612915654,5.52978097587389,5.95107887512216,6.38913344274422,7.54039527989744,10.9849386552756,12.2511124681346
Bolivia,BOL,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,281583301.7,226625460.7,230215771.5,280909874.1,293223364,297554882.9,309995434.8,323914341.2,348515756.2,246929804.6,270512258.5,246768327.6,220085211.2,267590034.1,261666188.5,285275152.2,313003054.9,269462261.6,474909327.6,268315767.8,300631686.4,231196227.6,442674670.2,284741935,370843990.2,526512100.6,465022234,581291313.2,675765479,783011401.1,821098169.1,1067046771.4
Bolivia,BOL,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,391909648.5,336466925.9,294535505.8,343359743.6,354356329.5,378148778,418851090.4,481609414,439103453,424413707.9,641452247.7,550623651.9,482993543.6,435249407.8,521601537.5,532656988.8,444548915.5,742974995.6,950761592.2,584773573.4,655737540.5,446645060.4,650667090.6,549975195.8,983884600,993696828.8,775631452.1,979347346.2,1007191963.7,1079446926.5,1175621100.7,1470821812.1
Bolivia,BOL,DEC alternative conversion factor (LCU per US$),PA.NUS.ATLS,3.17265,3.58060833333333,3.90051666666667,4.26508333333333,4.62051666666667,4.80034166666667,5.0746125,5.25425833333333,5.51013333333333,5.81240833333333,6.18354166666667,6.60691666666667,7.17,7.65916666666667,7.936,8.0660625,8.01161666666667,7.85124516125,7.23832069891667,7.02,7.01666666666667,6.9369625,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91
Bolivia,BOL,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,..,..,..,..,24,..,..,..,33.7,..,..,..,..,43,..,..,..,..,42.8,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,Deposit interest rate (%),FR.INR.DPST,23.8341666666667,23.775,23.2233333333333,22.1808333333333,18.4316666666667,18.87,19.1583333333333,14.7283333333333,12.8191666666667,12.2591666666667,10.9825,9.81876220185975,9.57995151332266,11.4099033747003,7.41976666666667,4.93408333333333,4.02650833333333,3.54554166666667,4.65583333333333,3.43928333333333,1.04666851541744,1.40303615507917,1.62615307127361,1.73918352499664,2.95013680512336,1.41389753874509,1.44378718690193,2.46902430284961,3.03380608912302,3.17889336888884,3.54122080867706,3.15713397401475
Bolivia,BOL,"Depositors with commercial banks (per 1,000 adults)",FB.CBK.DPTR.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,7,7,7,7,7,7,..,..
Bolivia,BOL,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.6,..,..,..,..,..,..,..,..,..,5.5
Bolivia,BOL,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,..,..,..,..,..,..,..,..,33.9,..,59,..,..,53.7,54,..,..,..,29,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,..,..,..,..,33.4,..,..,..,30.2,..,24.6,..,..,28.8,28.8,..,..,..,34.9,..,..,..,22.3,..,..,..,40,..,..,..,..,..
Bolivia,BOL,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.25,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,Discrepancy in expenditure estimate of GDP (constant LCU),NY.GDP.DISC.KN,-0.03215957,-99.99999952,100,0,-100,0,0,0,0,0,100,0,0,100,9.5E-07,-9.5E-07,0,0,0,100,100,100,0,100,-100.00000381,-100,-100,100,0,0,0,0
Bolivia,BOL,Discrepancy in expenditure estimate of GDP (current LCU),NY.GDP.DISC.CN,4.02927398681641E-05,-100,-200,100,-100,0,0,100,0,-100,0,0,0,100,0,100,0,0,100,0,0,0,0,0,0,0,-100,100,0,100,0,-100
Bolivia,BOL,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.2736519099378,57.467541066616,53.5079633764077,48.3592139137211,49.511643226743,49.3716582389569,48.4713135115361,48.6545056090348,50.067147616787,55.212982897103,67.0968867099605,76.3041074200835,78.5356293201468,85.3440587183389,92.9265176391588,..,..
Bolivia,BOL,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.0254627672739,37.8000929735202,36.9684280719826,34.6926245132721,37.0182157363304,40.3422839979531,40.7930963326947,44.1369059073557,46.6796572079739,50.3224201105545,58.0661171886246,63.9737731163013,64.5347126938118,67.854292502785,71.1981730889511,..,..
Bolivia,BOL,Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,24.0255607234869,28.6601674106482,36.3046144350101,45.4982377364528,49.9360590122096,48.2018453881021,52.7316921141981,58.2697995012524,64.0472123750145,64.444844785097,58.7154071115807,53.3632581636816,50.7401806971494,47.6612253119549,42.4269755538745,39.6032527431444,35.174717911178,34.3439976020817,31.4926483998085,34.0183045062557,36.023443018737,36.7500919990388,38.9638683965317,40.9269482672369,43.7467438749115,51.4469390641064,57.4065200696463,58.6156520245935,62.6263419923756,65.8382056109142,80.1656952789637,75.9891370051004
Bolivia,BOL,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,..,..,..,..,..,..,..,..,..,..,55.32917404,54.17406845,53.14351654,53.00777054,52.13727188,54.26984787,56.02086639,59.09320831,58.65034485,61.03663254,58.76804352,58.39107895,57.03056335,58.52252579,62.62419128,65.74084473,64.82120514,68.52770996,72.65296936,71.08983612,71.89373016,..
Bolivia,BOL,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..,..,..,..,..,..,..,..,..,2.43201661,2.61401916,2.60214591,2.75486469,2.53551769,2.7536962,2.61106277,2.7755425,2.70188808,3.15830708,3.05729318,3.02061009,2.9963541,3.26242685,3.69240737,4.30645275,4.4294467,4.44758177,4.79799795,4.89661789,5.64873314,..
Bolivia,BOL,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,..,..,..,..,..,..,..,..,..,..,8.29598331,8.18012047,7.8159523,8.61168194,7.83916283,8.29879856,8.75200176,8.50024891,7.64689112,8.81728458,9.7059021,8.54341412,8.31437492,8.48908997,8.53603649,9.65779591,11.0932703,11.5229702,12.9346056,13.57680321,14.87445259,..
Bolivia,BOL,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..,..,..,..,..,..,..,..,..,23.76858912,24.3331215,23.11208864,24.58300541,24.13605086,28.04133226,31.33460351,37.49848935,45.59657282,54.48552961,58.76315421,69.62471418,76.78062867,93.10303109,111.60180746,128.14468983,133.48139192,145.88119518,166.53904844,170.02942309,173.34888082,..
Bolivia,BOL,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,..,..,..,..,..,..,..,..,..,..,81.9059093048557,89.8767700122242,91.5259228574796,99.6179882581337,96.3934095564893,110.785643659582,111.453476937063,125.002134819302,129.421557985754,154.878769183857,155.275085111215,162.025593567297,174.210242588126,212.086319135904,255.543726787848,301.112152986407,325.379230191498,366.700528037692,415.966182828553,435.281897772503,457.868345741481,..
Bolivia,BOL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..,..,..,..,..,..,..,..,..,38.41328812,39.42514801,39.88735962,38.06578445,38.65198517,38.11709595,38.23095703,36.32851028,35.4160347,34.96269608,37.64148712,36.95423508,38.54709244,37.94885254,34.70809174,31.18536568,31.94018936,29.1684227,25.7176609,27.77645111,25.28781509,..
Bolivia,BOL,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..,..,..,..,..,..,..,..,..,16.50177675,17.70841549,17.34699295,17.6534762,17.89327001,19.69517529,21.38402915,23.05280518,27.53350748,31.21012551,37.63835594,44.06372166,51.89620587,60.37253571,61.85286921,60.78776425,65.77201377,62.09348717,58.95140872,66.43445109,60.97352765,..
Bolivia,BOL,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,..,..,..,..,..,..,..,..,..,..,56.8646722318537,65.4077688394462,68.6956320982981,71.5373794174207,71.4612889135066,77.811662129713,76.0604613648038,76.8470920175726,78.1512559782587,88.7168732686694,99.4551603100803,102.541902553442,117.749109007777,137.527089363974,141.629540498755,142.838026242278,160.328319197164,156.083959329417,147.243500475882,170.074763663217,161.050063362823,..
Bolivia,BOL,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.29742916356694,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,150,..,..
Bolivia,BOL,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.75552,50.2251,50.97713,51.5617,51.65574,..,..
Bolivia,BOL,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.0765495300293,..,..,..,23.4320697784424,25.5882205963135,..
Bolivia,BOL,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.520149230957,..,..,..,25.9787197113037,28.1656303405762,..
Bolivia,BOL,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.3332405090332,..,..,..,24.6986598968506,26.8230495452881,..
Bolivia,BOL,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,..,..,36.9952392578125,..,..,..,..,..,..,..,36.9900016784668,35.25,33.7299995422363,..,32.6800003051758,38.1100006103516,41.4300003051758,43.0699996948242,43.7299995422363,45.4900016784668,..,48.2799987792969,50.1599998474121,53.3400001525879,49.5900001525879,50.810001373291,51.7999992370605,52.9199981689453,53.4799995422363,57.310001373291,58.0800018310547,58.4099998474121
Bolivia,BOL,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,..,..,52.8932609558105,..,..,..,..,..,..,..,50.0499992370605,48.4700012207031,46.6699981689453,..,48.3300018310547,51.8600006103516,51.7000007629395,57.6399993896484,56.1399993896484,57.6599998474121,..,60.1100006103516,62.9900016784668,64.4400024414062,60.1800003051758,62.3499984741211,63.5,62.7400016784668,64.870002746582,68.2200012207031,67.3000030517578,69.5199966430664
Bolivia,BOL,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..,..,44.6826210021973,..,..,..,..,..,..,..,43.2000007629395,41.5900001525879,39.9500007629395,..,40.0200004577637,44.6399993896484,46.3499984741211,49.8800010681152,49.6300010681152,51.3400001525879,..,53.9900016784668,56.2400016784668,58.6500015258789,54.7099990844727,56.4099998474121,57.4199981689453,57.6199989318848,58.9500007629395,62.5299987792969,62.5,63.7299995422363
Bolivia,BOL,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,..,..,8.671799659729,..,..,..,..,..,..,..,..,14.9484100341797,..,..,..,..,19.2028293609619,..,18.6900291442871,21.0277099609375,..,..,22.7659702301025,..,..,25.9987297058105,..,..,..,29.6253890991211,30.0640296936035,..
Bolivia,BOL,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,..,..,13.1007499694824,..,..,..,..,..,..,..,..,18.8325500488281,..,..,..,..,22.793399810791,..,22.5673904418945,24.6501197814941,..,..,25.3282699584961,..,..,27.2086791992188,..,..,..,32.5887298583984,33.0201683044434,..
Bolivia,BOL,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,..,..,10.8133897781372,..,..,..,..,..,..,..,..,16.8349895477295,..,..,..,..,20.9168796539307,..,20.535120010376,22.7695903778076,..,..,24.0322399139404,..,..,26.620979309082,..,..,..,31.0992298126221,31.4803104400635,..
